amount,frequency,recency
-0.723738211275909,-0.7528875434252121,2.3016114353168216
1.7316172224055808,1.0424666455956468,-0.9064656103485335
0.3001279139282032,-0.46363603519407376,-0.18365812783751218
0.2775169957929785,-0.044720057755873316,-0.7381405801747339
-0.5332345321522219,-0.6032746943401406,2.1431878775061866
0.15666337590871166,0.17471212090223168,-0.5698155500009345
-0.6730359761024396,-0.7329391635472026,1.093631807010731
-0.10881694558778784,-0.1943329068409449,1.370873033179342
-0.4620235276951022,-0.6431714540961596,1.1926465306423777
0.8778998228111344,-0.1843587169019401,-0.6985346907220753
2.8126971170307207,0.5337829587064035,-0.5995199670904285
-0.05830840434644198,-0.583326314462131,-0.9064656103485335
2.8342655060606985,1.7606083212039907,-0.8470567761695454
0.7928055209250543,0.5138345788283939,-0.4113919921902997
-0.6155544533046524,-0.673094023913174,1.915454013153399
2.2127643435607376,1.960092119984086,-0.8965641379853688
-0.4092704155932678,-0.5434295547061119,0.16289340487325146
0.024319148345243395,0.07497022151218395,-0.8470567761695454
-0.5410449551210789,-0.5434295547061119,1.9550599026060578
-0.6275179020534486,-0.6631198339741692,-0.8866626656222041
1.2961989598726111,0.8928537965105753,-0.4212934645534644
0.35181001252300265,-0.14446195714592103,-0.48070229873245246
0.01573964652824963,-0.25417804647497355,-0.2133625449270062
-0.5160299534753818,-0.6331972641571548,2.1530893498693513
-0.30049987894528474,-0.4436876553160642,-0.6787317459957459
-0.46429088607701685,-0.5933005044011358,-0.8965641379853688
0.2037822733378982,-0.004823297999854224,2.19269523932201
1.559924642219289,1.4115116733388235,0.36092285213654496
-0.23933817143715388,-0.363894135804026,-0.11434782129535946
0.8261322710109862,0.2744540202922794,-0.7084361630852399
0.30395621752781826,0.1348153611462126,-0.8767611932590395
0.3240946895882913,0.22458307059725555,0.905503832110602
-0.4012036330083653,-0.47361022513307854,-0.6391258565430873
-0.49478058974537725,-0.673094023913174,2.4204291036747976
0.8603705219539696,0.22458307059725555,-0.7678449972642281
-0.4105009417502869,-0.453661845255069,-0.1341507660216888
-0.4611746925219734,0.22458307059725555,-0.7084361630852399
0.17785007395479385,-0.13448776720691627,-0.2133625449270062
0.0011784203368576723,-0.5035327949500928,-0.2925743238323236
0.984346032273636,0.8130602769985371,-0.7678449972642281
0.6491529858537958,0.4839120090113796,-0.5698155500009345
0.20807772112675177,0.07497022151218395,-0.4708008263692878
-0.0921535705448218,-0.1843587169019401,0.2520066561417335
-0.6757135098700273,-0.7229649736081978,2.073877570964034
-0.5952165904316992,-0.6631198339741692,2.2719070182273273
-0.490337023067253,-0.7129907836691931,-0.4311949369166291
0.2506505080313967,-0.23422966659696398,0.5490508270366737
1.1452658117056584,0.3043765901092937,-0.7084361630852399
0.2493573161904549,-0.004823297999854224,-0.4311949369166291
0.8956399082414918,0.35424753980431756,-0.5995199670904285
5.575262520820588,0.36422172974332234,-0.14405223838485348
-0.33573508395066765,-0.49355860501108806,2.0540746262377048
-0.024799354089099713,-0.16441033702393057,-0.18365812783751218
-0.32828926132463115,-0.3738683257430308,-0.26286990674282956
-0.4033399631420789,-0.5933005044011358,1.2223509477318717
1.3150613307332144,1.2020536846197232,-0.8965641379853688
-0.34285618439637977,-0.4337134653770594,0.19259782196274547
-0.38170321154782755,-0.4835844150720833,-0.2925743238323236
-0.2644158387667729,-0.31402318610900215,-0.7678449972642281
-0.2659596933434034,-0.3838425156820356,0.024272791788945997
0.32967763233772973,0.4839120090113796,-0.9163670827116981
0.27945963199456864,-0.47361022513307854,0.6876714401209792
-0.2809766699633208,-0.4137650854990499,-0.15395371074801817
-0.39176390225752955,-0.47361022513307854,1.004518555742249
-0.32018829745758914,-0.4237392754380547,-0.8074508867168867
3.763808383201087,2.21942105839821,-0.6688302736325813
1.412819797651949,0.19466050078024122,-0.8371553038063807
-0.5776701989334648,-0.6631198339741692,-0.5005052434587818
2.931602403833043,1.6209696620579237,-0.5698155500009345
2.1584958612840555,0.3043765901092937,-0.5005052434587818
6.896334894226928,3.416323851078783,-0.9163670827116981
-0.2878186232715609,-0.23422966659696398,-0.08464340420586543
3.7368564422341524,-0.4137650854990499,-0.1341507660216888
-0.4337613042461605,-0.6132488842791454,0.0638786812416047
2.0658304054040926,1.2319762544367376,-0.9064656103485335
0.9322594551735212,0.204634690719246,-0.7876479419905573
-0.6248688526876438,-0.6631198339741692,2.707571802206573
-0.6257176878607726,-0.6531456440351644,-0.8965641379853688
2.1278124636835707,0.992595695900623,-0.7183376354484047
-0.6477418273192707,-0.7329391635472026,-0.7084361630852399
-0.1527341962565829,-0.1943329068409449,-0.35198315801131164
-0.4522875591657248,-0.5135069848890976,1.4797892291741535
-0.4676919236498889,-0.5534037446451167,-0.4906037710956171
1.5933482392712828,1.1322343550466898,-0.7084361630852399
-0.61100834278011,-0.6930424037911835,0.6183611335788265
4.365581249026242,2.7680015050434728,-0.8173523590800514
-0.47958700983440616,-0.5434295547061119,-0.7579435249010633
-0.3209174981432302,-0.3439457559260165,0.40052874158920365
-0.723738211275909,-0.47361022513307854,-0.401490519827135
0.681602416364814,0.12484117120720782,-0.20346107256384152
1.072995187502215,0.5138345788283939,-0.4906037710956171
0.368798109746293,-0.09459100745089717,-0.35198315801131164
-0.18401576629450636,-0.3938167056210403,-0.22326401729017087
-0.252674568351883,-0.4237392754380547,0.004469847062616647
-0.0834031623171311,-0.05469424769487809,-0.9064656103485335
0.018924202647571723,0.10489279132919826,-0.4708008263692878
-0.0332478276578925,-0.4835844150720833,-0.8272538314432161
-0.3056498587876236,-0.2641522364139783,-0.8470567761695454
-0.3112612859388447,-0.3738683257430308,0.4896419928576857
2.8251220130884036,3.1270723428476446,-0.6193229118167579
0.8988643425233098,1.0125440757786326,-0.6391258565430873
3.3304296038357672,3.7853688788219593,-0.7579435249010633
-0.3116372800423783,-0.4137650854990499,-0.3915890474639704
3.0057700891952264,1.8603502205940383,-0.9163670827116981
6.748865449316768,2.299214577910248,-0.6985346907220753
-0.3357863558738766,-0.4137650854990499,-0.8866626656222041
-0.45182611185684257,-0.4237392754380547,-0.8866626656222041
1.1457671371770368,0.7631893273035132,-0.6490273289062519
2.4613078397571555,1.4015374833998189,-0.6985346907220753
0.6019999071424695,0.03507346175616487,-0.7579435249010633
1.8371633247717474,2.718130555348449,-0.5995199670904285
0.016092853110356752,-0.22425547665795922,-0.8272538314432161
-0.5329325974933239,-0.6232230742181502,2.400626158948468
2.3627916877509954,1.6708406117529477,-0.8767611932590395
-0.4614538396594452,-0.5135069848890976,-0.5401111329114405
-0.5737906234106409,-0.5733521245231262,-0.30247579619548826
-0.4862979348944452,-0.5434295547061119,0.7173758572104733
-0.07466414785015277,0.06499603157317918,-0.8272538314432161
-0.12949662128213554,-0.6331972641571548,-0.11434782129535946
-0.49375515128119474,-0.5434295547061119,-0.7183376354484047
1.6725234824668858,-0.12451357726791148,-0.6985346907220753
0.4667274830757241,0.8230344669375419,2.19269523932201
1.3977059740659692,0.6933699977304798,0.024272791788945997
-1.3652069394256443,-0.7628617333642169,2.4204291036747976
-0.6587937752110157,-0.6232230742181502,-0.7480420525378987
-0.7263018074363653,-0.7628617333642169,2.0540746262377048
-0.6818661406551225,-0.5434295547061119,1.3807745055425067
-0.0070364811373157116,-0.5434295547061119,0.40052874158920365
-0.4968485573148121,-0.0846168175118924,-0.6688302736325813
-0.6231882729824557,-0.7030165937301883,1.885749596063905
-0.16397983808045116,-0.4436876553160642,0.4896419928576857
-0.645104171714179,-0.4337134653770594,-0.27277137910599425
-0.3894509688327622,-0.4137650854990499,-0.08464340420586543
-0.14397809114853527,-0.2641522364139783,1.7174245658901055
-0.5051489119943339,-0.6132488842791454,2.568951189122268
0.02372667278816005,-0.5135069848890976,-0.15395371074801817
0.6804801309345713,2.079782399252143,-0.6490273289062519
0.4480474123865322,0.4639636291333701,-0.9163670827116981
-0.5295657412025913,-0.5933005044011358,-0.2925743238323236
0.747486837688543,0.773163517242518,-0.14405223838485348
-0.382107690053144,-0.3938167056210403,0.4896419928576857
-0.6139479330440999,-0.6531456440351644,-0.5401111329114405
0.27069213312580853,0.32432496998730326,-0.9064656103485335
1.8317228040312228,0.6634474279134656,-0.8371553038063807
0.026347237752182395,-0.06466843763388286,-0.9163670827116981
-0.5250822963619709,-0.5933005044011358,-0.11434782129535946
0.37136170590674983,0.17471212090223168,-0.8371553038063807
0.20122437405779833,-0.09459100745089717,-0.3321802132849823
-0.6524018754509445,-0.6032746943401406,-0.7777464696273927
-0.5244442457620352,-0.6132488842791454,-0.6292243841799225
-0.1032453965990628,-0.14446195714592103,0.37082432449970965
-0.31564218693304663,-0.4337134653770594,-0.015333097663712703
1.6158680073208034,1.9501179300450813,-0.8470567761695454
-0.5164002506985589,-0.5633779345841214,-0.6391258565430873
1.470984946092523,1.960092119984086,-0.7084361630852399
6.8582626428039735,4.024749437358074,-0.7282391078115693
-0.16477170445001427,-0.25417804647497355,-0.6292243841799225
-0.5211001769927287,-0.5733521245231262,-0.6292243841799225
-0.15382799728504426,-0.27412642635298307,-0.18365812783751218
-0.07343931857349077,-0.07464262757288763,-0.4608993540061231
-0.605357037466393,-0.6930424037911835,1.034222972831743
-0.6695039102813665,-0.7229649736081978,0.7173758572104733
-0.174086103833006,-0.20430709677994968,-0.14405223838485348
-0.6280306212855399,-0.673094023913174,2.618458550938091
-0.4743173955045794,-0.5733521245231262,-0.5401111329114405
1.3569049169522187,1.1821053047417136,-0.8470567761695454
-0.37981184726944667,0.4340410593163557,-0.4311949369166291
6.107368236765254,-0.4436876553160642,-0.7678449972642281
-0.723738211275909,-0.5534037446451167,-0.9064656103485335
-0.41826578967629124,-0.5534037446451167,2.1530893498693513
0.47339852997326737,0.33429915992630804,-0.8767611932590395
-0.5876682239592445,-0.6132488842791454,2.073877570964034
1.430673820689439,0.9028279864495801,-0.8470567761695454
-0.4634477477842445,-0.5633779345841214,1.6580157317111175
-0.6490122316387856,-0.673094023913174,1.8659466513375758
-0.5262273693136413,-0.5733521245231262,-0.20346107256384152
4.468934052455125,3.845214018455988,-0.6985346907220753
1.5920379567892702,1.1322343550466898,-0.9064656103485335
-0.42772261106819676,-0.4337134653770594,-0.5302096605482758
-0.1513612480906494,-0.1544361470849258,-0.8371553038063807
-0.6322804940315409,-0.49355860501108806,1.3213656713635187
-0.5992898598866463,-0.6631198339741692,2.2025967116851746
0.02083265756702261,0.11486698126820304,-0.5698155500009345
-0.38454595484575566,0.7033441876694846,-0.5797170223640992
0.8448180385805337,0.424066869377351,-0.7183376354484047
-0.4897559412708829,-0.46363603519407376,-0.20346107256384152
-0.48691889485331125,-0.5334553647671072,1.519395118626812
-0.6111051897461717,-0.6232230742181502,-0.5302096605482758
-0.4324225373623667,-0.5534037446451167,1.4401833397214947
3.370803394922771,1.7306857513869762,-0.8965641379853688
0.35522244385658797,0.4839120090113796,-0.8866626656222041
0.40584492270506445,0.19466050078024122,1.3906759779056712
-0.6212285461397958,-0.6531456440351644,-0.7579435249010633
-0.6417031341413069,-0.7329391635472026,-0.8470567761695454
-0.6013122524132285,-0.673094023913174,-0.5401111329114405
-0.35533235237726696,-0.4237392754380547,-0.6391258565430873
4.89417198979091,-0.07464262757288763,0.9550111939264254
-0.4657549843286553,-0.5135069848890976,2.2124981840483393
-0.47444272687242395,-0.5933005044011358,-0.015333097663712703
-0.4855516435677346,-0.5633779345841214,0.15299193251008678
1.167751398473037,0.4140926794383462,-0.5500126052746052
-0.3715171894702812,-0.5035327949500928,-0.4212934645534644
1.3744968834933056,1.3616407236437997,-0.7381405801747339
0.9868526596305267,0.553731338584413,-0.8272538314432161
-0.13548973941724635,-0.1544361470849258,-0.6391258565430873
0.7466493962761276,-0.12451357726791148,-0.6391258565430873
-0.3992666936871316,-0.4835844150720833,0.9550111939264254
-0.6365075792561153,-0.6531456440351644,-0.342081685648147
-0.3026248153182852,-0.7429133534862074,-0.7084361630852399
-0.5789349063726232,-0.6132488842791454,-0.14405223838485348
-0.7280108715433361,-0.7429133534862074,2.687768857480244
-0.7237382112759088,1.2419504443757423,-0.35198315801131164
-0.08178524829586513,-0.17438452696293535,-0.15395371074801817
0.44867406922575553,0.33429915992630804,-0.6985346907220753
-0.04391808456574721,-0.12451357726791148,-0.4113919921902997
-0.3570926884074469,-0.5633779345841214,-0.35198315801131164
1.1100761817431264,0.8529570367545561,-0.6193229118167579
-0.5439446672225728,-0.5733521245231262,1.826340761884917
0.5815253191409582,0.2744540202922794,-0.9064656103485335
-0.3493107498403729,-0.4137650854990499,-0.08464340420586543
-0.5211970239587903,-0.35391994586502123,-0.6391258565430873
-0.6227268256735736,-0.6631198339741692,-0.7084361630852399
1.107700582634438,0.17471212090223168,-0.7678449972642281
0.039307640563377814,0.14478955108521735,-0.7777464696273927
7.030895208249105,3.9549301077850405,-0.9064656103485335
-0.6211373960540908,-0.6631198339741692,1.370873033179342
-0.5499263915969709,-0.5933005044011358,1.8065378171585877
-0.35849412097516303,-0.3938167056210403,0.12328751542059276
0.7656086141027907,0.1348153611462126,1.1728435859160484
2.915628351313221,2.2892403879712435,-0.6985346907220753
1.8276267470548495,1.521227762667876,-0.8173523590800514
-0.2853006021539572,-0.3439457559260165,-0.8866626656222041
0.00026691947980646085,-0.13448776720691627,-0.8272538314432161
-0.35885302443762684,-0.46363603519407376,-0.3618846303744763
0.49575308849244604,0.2545056404142699,-0.342081685648147
